1.0134,-0.059918,2.2681
0.71226,-0.055818,2.2683
0.40034,-0.048178,2.2672
0.090571,-0.046591,2.2629
-0.11815,0.38324,2.2314
-0.12698,0.078626,2.2198
-1.4577,0.25044,3.1195
0.51421,-0.28878,3.0951
-1.5438,0.31728,2.8129
-1.525,0.34315,1.8118
-1.5775,-0.2553,0.70907
